,portfolio
2016-03-28,1356675.565732299
2016-03-29,1363740.027062526
2016-03-30,1360755.7500543797
2016-03-31,1362531.1420744595
2016-04-01,1360614.442411892
2016-04-04,1359467.2945995685
2016-04-05,1356397.3698785692
2016-04-06,1358925.6465936159
2016-04-07,1355516.3268246595
2016-04-08,1356653.3581329198
2016-04-11,1356081.7653745997
2016-04-12,1358335.7535377324
2016-04-13,1358781.3364235847
2016-04-14,1357485.262011089
2016-04-15,1358716.563217048
2016-04-18,1360414.1588137161
2016-04-19,1363201.1884546184
2016-04-20,1362570.64430659
2016-04-21,1358430.5586589137
2016-04-22,1360232.8970645282
2016-04-25,1362864.6606510975
2016-04-26,1364098.6745600991
2016-04-27,1362407.3641569153
2016-04-28,1359353.8008881854
2016-04-29,1356074.3063605297
2016-05-02,1357197.708522826
2016-05-03,1352229.9750770861
2016-05-04,1349945.215364989
2016-05-05,1350581.835252356
2016-05-06,1353852.2322816546
2016-05-09,1349080.4236654222
2016-05-10,1352150.9319075446
2016-05-11,1352658.1562097936
2016-05-12,1351904.0733970883
2016-05-13,1352308.226980529
2016-05-16,1353890.189807074
2016-05-17,1353253.2592617385
2016-05-18,1346202.115875922
2016-05-19,1345655.2110241188
2016-05-20,1345756.8305723376
2016-05-23,1345431.8156888224
2016-05-24,1344427.9228273658
2016-05-25,1344929.089693383
2016-05-26,1344957.1035812753
2016-05-27,1344615.1905628198
2016-05-31,1344298.3854153613
2016-06-01,1345252.719282498
2016-06-02,1346466.4061375912
2016-06-03,1349825.709367313
2016-06-06,1352907.9769194287
2016-06-07,1354681.9437454815
2016-06-08,1359773.5670041796
2016-06-09,1360721.21654303
2016-06-10,1358706.4944418222
2016-06-13,1358668.027676641
2016-06-14,1355054.684157984
2016-06-15,1356294.3648835078
2016-06-16,1353952.55089571
2016-06-17,1356672.1745574048
2016-06-20,1358027.1486056587
2016-06-21,1354175.8076418678
2016-06-22,1353664.9993840388
2016-06-23,1353656.8684274598
2016-06-24,1353632.5334253032
2016-06-27,1354065.3094413343
2016-06-28,1356557.4454859726
2016-06-29,1361188.1486368391
2016-06-30,1365052.821664447
2016-07-01,1374468.5866792963
2016-07-05,1376239.9310971878
2016-07-06,1377950.898913049
2016-07-07,1372502.33005485
2016-07-08,1378836.6289543838
2016-07-11,1375753.1552473698
2016-07-12,1368843.2987551375
2016-07-13,1373619.6877339336
2016-07-14,1370358.7661696891
2016-07-15,1367377.2246781306
2016-07-18,1369571.381904049
2016-07-19,1368621.5194898164
2016-07-20,1367122.5142834955
2016-07-21,1369101.753110447
2016-07-22,1370556.0339198092
2016-07-25,1365669.7386788623
2016-07-26,1367876.6337276285
2016-07-27,1371269.151421206
2016-07-28,1371990.8837925522
2016-07-29,1377727.0244133638
2016-08-01,1376901.6632077736
2016-08-02,1373212.4672293179
2016-08-03,1374338.1323213195
2016-08-04,1375115.9829891832
2016-08-05,1375856.601820118
2016-08-08,1376810.3499861897
2016-08-09,1379725.1889650477
2016-08-10,1379910.9698958881
2016-08-11,1379333.6994511476
2016-08-12,1378994.032378318
2016-08-15,1381895.4945789287
2016-08-16,1378881.7080943664
2016-08-17,1378387.84602459
2016-08-18,1380756.800171375
2016-08-19,1377219.9724906692
2016-08-22,1375970.239689577
2016-08-23,1376249.9589292258
2016-08-24,1373302.0953823356
2016-08-25,1372589.3373886652
2016-08-26,1369454.1016918905
2016-08-29,1373834.917607869
2016-08-30,1370711.0417156983
2016-08-31,1368280.912839314
2016-09-01,1370509.3670750828
2016-09-02,1378620.4671434413
2016-09-06,1387558.7559167794
2016-09-07,1387208.0120039189
2016-09-08,1384092.0429487564
2016-09-09,1366667.41677038
2016-09-12,1380011.2077795505
2016-09-13,1362423.3838256309
2016-09-14,1364315.2601273935
2016-09-15,1372731.003295313
2016-09-16,1370545.5167801548
2016-09-19,1372102.3592740132
2016-09-20,1372297.7689237506
2016-09-21,1378941.5730153397
2016-09-22,1382711.5993457565
2016-09-23,1380563.9738011153
2016-09-26,1377639.694453269
2016-09-27,1380292.6651700544
2016-09-28,1382796.2958798565
2016-09-29,1378080.595676208
2016-09-30,1379901.990715536
2016-10-03,1379875.0836543667
2016-10-04,1376577.0046658593
2016-10-05,1379772.9308459056
2016-10-06,1379796.6740441667
2016-10-07,1377781.5078023595
2016-10-10,1382963.839144691
2016-10-11,1376570.2374445167
2016-10-12,1374038.0070420098
2016-10-13,1373659.3591959395
2016-10-14,1371997.6551244287
2016-10-17,1370339.1264958933
2016-10-18,1377546.2382303078
2016-10-19,1381384.6640901002
2016-10-20,1378261.9520042161
2016-10-21,1379518.3714939938
2016-10-24,1381064.1484944832
2016-10-25,1378723.8024168396
2016-10-26,1374792.8992593843
2016-10-27,1374812.6535078746
2016-10-28,1370746.3951289488
2016-10-31,1368291.5596463475
2016-11-01,1363623.7482144223
2016-11-02,1356072.367673847
2016-11-03,1351203.8324835468
2016-11-04,1348915.7223920377
2016-11-07,1360919.6329652013
2016-11-08,1361158.1902975715
2016-11-09,1358354.4422016225
2016-11-10,1354811.1382304232
2016-11-11,1351212.567368433
2016-11-14,1350367.8933584928
2016-11-15,1355517.402674593
2016-11-16,1353309.8329454928
2016-11-17,1354184.74021692
2016-11-18,1354167.375716042
2016-11-21,1358785.2585518104
2016-11-22,1361040.8787507461
2016-11-23,1360599.8220837708
2016-11-25,1360733.9487631388
2016-11-28,1361099.2097919004
2016-11-29,1359665.8791677908
2016-11-30,1363238.8605837391
2016-12-01,1364029.9058593921
2016-12-02,1365239.9480645629
2016-12-05,1369755.7730142365
2016-12-06,1370498.8127890094
2016-12-07,1372934.2372438707
2016-12-08,1374107.1896157097
2016-12-09,1375586.337350502
2016-12-12,1375953.0563543339
2016-12-13,1378505.1052710612
2016-12-14,1372462.8183439495
2016-12-15,1373398.8463891563
2016-12-16,1372894.7504293108
2016-12-19,1372487.9753178195
2016-12-20,1374833.8961710965
2016-12-21,1373026.0383768426
2016-12-22,1371171.3810751964
2016-12-23,1372369.0392721905
2016-12-27,1376112.553910496
2016-12-28,1376566.3972895292
2016-12-29,1378562.1406230708
2016-12-30,1376007.9526548092
2017-01-03,1381193.113997566
2017-01-04,1387203.491506678
2017-01-05,1385263.86326572
2017-01-06,1386922.960580874
2017-01-09,1384202.9725742817
2017-01-10,1383412.9439296494
2017-01-11,1387668.4968729499
2017-01-12,1389426.5088761023
2017-01-13,1390604.2624698102
2017-01-17,1389133.1997071628
2017-01-18,1387637.9809400712
2017-01-19,1386001.4859111493
2017-01-20,1390075.5514096702
2017-01-23,1390251.5607385726
2017-01-24,1393567.5890039932
2017-01-25,1397803.3679212118
2017-01-26,1397580.3489914415
2017-01-27,1396015.775357161
2017-01-30,1390922.6915732387
2017-01-31,1391930.0670950443
2017-02-01,1396150.0661142154
2017-02-02,1396781.4265660895
2017-02-03,1399728.787143825
2017-02-06,1396947.707236195
2017-02-07,1395696.452268758
2017-02-08,1398988.8514279332
2017-02-09,1402453.8779077095
2017-02-10,1409423.4878841632
2017-02-13,1408773.1116247338
2017-02-14,1410972.8814398313
2017-02-15,1415519.506297565
2017-02-16,1414101.3540963104
2017-02-17,1413233.8974411339
2017-02-21,1416947.7951988063
2017-02-22,1415691.4107703972
2017-02-23,1417462.8635719302
2017-02-24,1415264.7616383464
2017-02-27,1414432.387265508
2017-02-28,1412843.586382992
2017-03-01,1422992.18885923
2017-03-02,1410532.4451965762
2017-03-03,1413476.2447350323
2017-03-06,1411544.30549643
2017-03-07,1408917.9671642692
2017-03-08,1402669.7970059174
2017-03-09,1401930.3512520604
2017-03-10,1403780.8199400662
2017-03-13,1405384.5054934213
2017-03-14,1402981.0511065235
2017-03-15,1407824.1199314508
2017-03-16,1407480.9847956728
2017-03-17,1407393.2216278356
2017-03-20,1408501.8100588317
2017-03-21,1399090.0329719968
2017-03-22,1401797.4318367448
2017-03-23,1401754.4854937561
2017-03-24,1402869.6296532408
2017-03-27,1402534.5586952593
2017-03-28,1407607.833583439
2017-03-29,1409259.4660325442
2017-03-30,1409578.8522392367
2017-03-31,1408409.7567746083
2017-04-03,1409182.2532226613
2017-04-04,1409654.2677149437
2017-04-05,1407378.7718121912
2017-04-06,1409082.611686048
2017-04-07,1408110.0287416116
2017-04-10,1407219.7358433413
2017-04-11,1405418.7894044106
2017-04-12,1403760.5415797422
2017-04-13,1399147.058658586
2017-04-17,1406725.6107655927
2017-04-18,1403761.026276741
2017-04-19,1401383.721224233
2017-04-20,1405557.378795812
2017-04-21,1404940.268870582
2017-04-24,1411326.0309989667
2017-04-25,1414200.1333053699
2017-04-26,1412487.3509911755
2017-04-27,1413447.055953059
2017-04-28,1411964.2017519588
2017-05-01,1419264.606036215
2017-05-02,1420256.3960726482
2017-05-03,1422184.1837904884
2017-05-04,1424486.1224989188
2017-05-05,1430462.5465032966
2017-05-08,1431395.533706416
2017-05-09,1436782.374583202
2017-05-10,1438362.1898096858
2017-05-11,1437603.1458214514
2017-05-12,1439224.498140037
2017-05-15,1443115.3152310955
2017-05-16,1444971.6599471811
2017-05-17,1433647.2547367546
2017-05-18,1435103.3252610588
2017-05-19,1441804.9539423708
2017-05-22,1445653.6502196565
2017-05-23,1446772.440317128
2017-05-24,1448024.269709615
2017-05-25,1449389.8317747207
2017-05-26,1446954.0193175233
2017-05-30,1446670.2445248808
2017-05-31,1445592.9838311737
2017-06-01,1452656.7179947575
2017-06-02,1457702.2072235872
2017-06-05,1456119.1906021666
2017-06-06,1455147.204326254
2017-06-07,1455023.8479506227
2017-06-08,1455532.3195742704
2017-06-09,1447533.4513576576
2017-06-12,1445925.291541189
2017-06-13,1450489.99051053
2017-06-14,1449934.3908829286
2017-06-15,1443960.0812932167
2017-06-16,1445786.8809275986
2017-06-19,1452922.4038586859
2017-06-20,1448042.0639602453
2017-06-21,1448677.675481259
2017-06-22,1450231.1586979027
2017-06-23,1452240.596358692
2017-06-26,1455908.1332129987
2017-06-27,1451158.4994267814
2017-06-28,1457519.5098366996
2017-06-29,1447561.5511971512
2017-06-30,1449109.3897914928
2017-07-03,1450397.0421108794
2017-07-05,1450069.5287396812
2017-07-06,1443345.133292734
2017-07-07,1445451.2166479777
2017-07-10,1448594.9387271476
2017-07-11,1451193.0203787542
2017-07-12,1458536.1683656757
2017-07-13,1460631.6444260697
2017-07-14,1465837.929224146
2017-07-17,1464272.1168830208
2017-07-18,1465370.4437334058
2017-07-19,1468997.2688723896
2017-07-20,1469455.942816937
2017-07-21,1468378.4372978227
2017-07-24,1469165.9758115096
2017-07-25,1468741.822325633
2017-07-26,1472711.398514554
2017-07-27,1469176.4586101733
2017-07-28,1469642.6112782515
2017-07-31,1469819.616082129
2017-08-01,1471484.925987653
2017-08-02,1472179.7266639096
2017-08-03,1470412.5391558248
2017-08-04,1472320.4151257155
2017-08-07,1475523.4495012471
2017-08-08,1473626.2794074316
2017-08-09,1469906.1073901756
2017-08-10,1456380.1579878263
2017-08-11,1457796.1506167941
2017-08-14,1464982.2644836165
2017-08-15,1463075.84274498
2017-08-16,1466094.6395409214
2017-08-17,1459215.6710617612
2017-08-18,1461330.0375243435
2017-08-21,1461998.5084485207
2017-08-22,1468847.1338690394
2017-08-23,1468365.1056195796
2017-08-24,1468239.7553074795
2017-08-25,1470749.773561705
2017-08-28,1470143.255551276
2017-08-29,1467276.548138702
2017-08-30,1470697.5627642286
2017-08-31,1477513.2791381087
2017-09-01,1478240.5533231287
2017-09-05,1475060.6017890507
2017-09-06,1477388.0265479367
2017-09-07,1481999.2888130145
2017-09-08,1479605.0525467393
2017-09-11,1484755.5674904524
2017-09-12,1486198.2137646833
2017-09-13,1482626.4268778353
2017-09-14,1484095.3429055496
2017-09-15,1485437.3580233415
2017-09-18,1484264.3594361134
2017-09-19,1485934.6081511083
2017-09-20,1484645.6330866097
2017-09-21,1482916.873805268
2017-09-22,1482453.287502393
2017-09-25,1474774.8684031928
2017-09-26,1473272.3678073618
2017-09-27,1474953.1559900932
2017-09-28,1474542.8553587648
2017-09-29,1479507.4867463573
2017-10-02,1478116.5762912333
2017-10-03,1481124.5411320713
2017-10-04,1480413.9872372455
2017-10-05,1483442.5030644075
2017-10-06,1481864.9975447056
2017-10-09,1481580.9077470733
2017-10-10,1485846.4725613685
2017-10-11,1488072.4006428847
2017-10-12,1487497.0603447857
2017-10-13,1491555.6712181603
2017-10-16,1491855.0668692344
2017-10-17,1491000.5985261144
2017-10-18,1492888.4257855
2017-10-19,1489348.089846053
2017-10-20,1490784.710909823
2017-10-23,1486641.9419163347
2017-10-24,1487576.8369139908
2017-10-25,1484519.0176932511
2017-10-26,1483685.2141115905
2017-10-27,1494633.98585767
2017-10-30,1494762.5980702706
2017-10-31,1498631.336616197
2017-11-01,1500178.2577348794
2017-11-02,1501676.025363802
2017-11-03,1504489.5764490224
2017-11-06,1511601.691349919
2017-11-07,1508386.3406044892
2017-11-08,1510331.1309688382
2017-11-09,1506317.3678966756
2017-11-10,1504148.3437862978
2017-11-13,1502920.9188288136
2017-11-14,1497125.873790891
2017-11-15,1492374.1690915143
2017-11-16,1505512.6799873912
2017-11-17,1506473.5627365347
2017-11-20,1507096.3144155478
2017-11-21,1514848.2442489031
2017-11-22,1516928.4658697299
2017-11-24,1521210.1213607413
2017-11-27,1520933.0219731375
2017-11-28,1526946.2720073564
2017-11-29,1516491.3474617247
2017-11-30,1516116.8354953772
2017-12-01,1514644.5840837215
2017-12-04,1510319.6412393434
2017-12-05,1507284.2977946703
2017-12-06,1499928.4247038807
2017-12-07,1502752.5846101958
2017-12-08,1507977.127727198
2017-12-11,1510711.7908886797
2017-12-12,1509174.8881248715
2017-12-13,1510778.0409345382
2017-12-14,1509607.4092878862
2017-12-15,1513954.9741594673
2017-12-18,1519686.2854143856
2017-12-19,1514866.0244440145
2017-12-20,1514830.7102902695
2017-12-21,1516344.851114369
2017-12-22,1518158.870229758
2017-12-26,1519280.17800224
2017-12-27,1520341.7711753708
2017-12-28,1523014.537158128
2017-12-29,1521884.690793503
2018-01-02,1533125.8215353852
2018-01-03,1540110.1524053663
2018-01-04,1542926.6736303065
2018-01-05,1546368.3570125971
2018-01-08,1547113.6387137056
2018-01-09,1549106.4060572798
2018-01-10,1548266.277190961
2018-01-11,1552045.4278336044
2018-01-12,1559641.2488483752
2018-01-16,1556453.4662255668
2018-01-17,1562613.908351647
2018-01-18,1562609.5182231492
2018-01-19,1565671.2921877457
2018-01-22,1570536.9930672287
2018-01-23,1575907.8060039117
2018-01-24,1581473.0841957913
2018-01-25,1578486.9853228538
2018-01-26,1588384.2166968652
2018-01-29,1580790.3514727606
2018-01-30,1571974.53933563
2018-01-31,1573578.7923490473
2018-02-01,1573951.555130712
2018-02-02,1551673.9289961597
2018-02-05,1521213.6430001112
2018-02-06,1533442.2828198976
2018-02-07,1524316.8812019718
2018-02-08,1506340.2530588396
2018-02-09,1507526.7528510685
2018-02-12,1512478.9708818274
2018-02-13,1512551.2165591607
2018-02-14,1516106.7356416725
2018-02-15,1519066.7502630178
2018-02-16,1518724.184039977
2018-02-20,1516914.8430584003
2018-02-21,1516909.9154748307
2018-02-22,1517103.255347658
2018-02-23,1519675.1456747062
2018-02-26,1521075.619812313
2018-02-27,1517098.283643084
2018-02-28,1515255.5959681042
2018-03-01,1517062.9162736929
2018-03-02,1519468.0321595555
2018-03-05,1522508.2189854432
2018-03-06,1523775.3973462235
2018-03-07,1522566.4127418662
2018-03-08,1521943.5029090424
2018-03-09,1523228.172220229
2018-03-12,1523407.8870810564
2018-03-13,1520923.7178289627
2018-03-14,1520993.0825027912
2018-03-15,1520877.628524394
2018-03-16,1520930.9045523799
2018-03-19,1517066.0395972866
2018-03-20,1518386.996934338
2018-03-21,1519429.8881395967
2018-03-22,1510309.4543068896
2018-03-23,1505645.5161891219
2018-03-26,1512860.2504742225
2018-03-27,1512350.8986382366
2018-03-28,1512031.6156973434
2018-03-29,1513845.2025516368
2018-04-02,1510875.34040386
2018-04-03,1512791.1083677155
2018-04-04,1512440.8765650608
2018-04-05,1513402.0857649168
2018-04-06,1510354.421067253
2018-04-09,1512053.7944097563
2018-04-10,1516335.7972812299
2018-04-11,1517347.7575347465
2018-04-12,1518111.0687545591
2018-04-13,1517463.3980945968
2018-04-16,1515710.2973452082
2018-04-17,1516349.7586771417
2018-04-18,1525444.006115313
2018-04-19,1523109.2212330194
2018-04-20,1521243.6647920476
2018-04-23,1521248.69291617
2018-04-24,1517431.035148389
2018-04-25,1517081.6224955753
2018-04-26,1522580.3664121088
2018-04-27,1523851.9833220046
2018-04-30,1524941.4563132077
2018-05-01,1521844.9496161642
2018-05-02,1521029.0397379715
2018-05-03,1523299.3403367521
2018-05-04,1527939.2110951815
2018-05-07,1527470.3303016268
2018-05-08,1528735.067257115
2018-05-09,1533501.5834182808
2018-05-10,1537425.2774265092
2018-05-11,1534570.7770713149
2018-05-14,1537708.613370448
2018-05-15,1536210.0619471273
2018-05-16,1539768.0183639012
2018-05-17,1538889.9957034136
2018-05-18,1538015.5756579305
2018-05-21,1542398.085030612
2018-05-22,1542561.772635315
2018-05-23,1544018.1124705726
2018-05-24,1540367.83741117
2018-05-25,1533618.0184834409
2018-05-29,1528794.688434933
2018-05-30,1534103.289576112
2018-05-31,1533050.4949040606
2018-06-01,1532277.440364469
2018-06-04,1530065.9602634243
2018-06-05,1530812.5035576196
2018-06-06,1532503.2289794907
2018-06-07,1531251.0197179383
2018-06-08,1531544.7912927244
2018-06-11,1532263.2617278602
2018-06-12,1533527.6611060086
2018-06-13,1533672.381479273
2018-06-14,1535580.5177128653
2018-06-15,1533480.9934294408
2018-06-18,1534073.9736331
2018-06-19,1532540.1995530305
2018-06-20,1534200.5627815095
2018-06-21,1531016.7057140395
2018-06-22,1532100.8343533068
2018-06-25,1524469.2612143778
2018-06-26,1526273.5706039695
2018-06-27,1522730.7324050972
2018-06-28,1525248.625132213
2018-06-29,1527210.7294980374
2018-07-02,1526682.2728553177
2018-07-03,1524657.7136649939
2018-07-05,1527149.105162199
2018-07-06,1531569.8637911382
2018-07-09,1532874.8459484617
2018-07-10,1533791.405343602
2018-07-11,1525198.4605622138
2018-07-12,1530828.7162442892
2018-07-13,1531081.884771386
2018-07-16,1527645.5085646065
2018-07-17,1528942.9102430176
2018-07-18,1528990.9601094911
2018-07-19,1529067.7697426395
2018-07-20,1527495.7766305811
2018-07-23,1528646.8013478913
2018-07-24,1530690.751986666
2018-07-25,1537906.6196995524
2018-07-26,1534730.610932813
2018-07-27,1528626.8252658187
2018-07-30,1524727.3989553028
2018-07-31,1526496.4365156703
2018-08-01,1527321.3363313966
2018-08-02,1530262.4236464773
2018-08-03,1532555.0783258239
2018-08-06,1533573.2070150755
2018-08-07,1535281.8785398249
2018-08-08,1532761.7047537793
2018-08-09,1532351.5750851396
2018-08-10,1529133.6488832082
2018-08-13,1527790.0219464279
2018-08-14,1531068.726564528
2018-08-15,1527484.7529072189
2018-08-16,1532269.1219529163
2018-08-17,1535020.5122904289
2018-08-20,1536026.274122841
2018-08-21,1536284.5511569402
2018-08-22,1536884.8510203653
2018-08-23,1535964.3885022113
2018-08-24,1539724.868496956
2018-08-27,1541448.2726602994
2018-08-28,1543955.2358396444
2018-08-29,1547794.4379958075
2018-08-30,1545635.023552815
2018-08-31,1546845.8847262915
2018-09-04,1543599.7193299455
2018-09-05,1541989.3033791746
2018-09-06,1539120.0661790092
2018-09-07,1535951.153813629
2018-09-10,1538293.439895841
2018-09-11,1541434.1961309891
2018-09-12,1540906.0557242394
2018-09-13,1543822.6923579888
2018-09-14,1542978.4459111616
2018-09-17,1541165.023551533
2018-09-18,1542196.5707627204
2018-09-19,1540209.6603905153
2018-09-20,1544675.0668464005
2018-09-21,1543987.3114732532
2018-09-24,1540378.7257098774
2018-09-25,1540036.7793300026
2018-09-26,1536728.2929248407
2018-09-27,1539325.2427831828
2018-09-28,1542059.3976113368
2018-10-01,1546127.955399978
2018-10-02,1545509.533929343
2018-10-03,1547525.679474424
2018-10-04,1538556.0962594813
2018-10-05,1533250.2189886307
2018-10-08,1532607.9999290109
2018-10-09,1534326.9224001027
2018-10-10,1512903.3959374565
2018-10-11,1501199.1052383468
2018-10-12,1502970.368473677
2018-10-15,1502140.1856596847
2018-10-16,1509277.7238753652
2018-10-17,1508693.392794771
2018-10-18,1506957.6608173994
2018-10-19,1507438.8530305948
2018-10-22,1505260.9153841839
2018-10-23,1504137.491425196
2018-10-24,1499925.7745029412
2018-10-25,1503525.8587578118
2018-10-26,1499158.411886908
2018-10-29,1500044.8304186875
2018-10-30,1503213.1771923485
2018-10-31,1503519.6860429049
2018-11-01,1505016.6202771857
2018-11-02,1503824.2120321596
2018-11-05,1505771.7468475888
2018-11-06,1506894.2214569817
2018-11-07,1509983.8776289474
2018-11-08,1509994.7724746757
2018-11-09,1509225.5942337513
2018-11-12,1507872.408235816
2018-11-13,1507727.7937681486
2018-11-14,1507021.2938935237
2018-11-15,1508119.487479463
2018-11-16,1509862.5587731563
2018-11-19,1508681.0630962725
2018-11-20,1506317.4331147918
2018-11-21,1506780.3270569933
2018-11-23,1506157.7276792664
2018-11-26,1507756.2561726074
2018-11-27,1508511.6495179902
2018-11-28,1511299.7768511025
2018-11-29,1511247.2190581695
2018-11-30,1512669.8047045723
2018-12-03,1514307.0898427363
2018-12-04,1510555.281260048
2018-12-06,1512512.8417118257
2018-12-07,1508733.0376021161
2018-12-10,1506626.618432327
2018-12-11,1506835.0808583607
2018-12-12,1504574.260775289
2018-12-13,1505652.379170026
2018-12-14,1504861.6008450342
2018-12-17,1500500.2646101182
2018-12-18,1501193.7523884147
2018-12-19,1500157.6674291932
2018-12-20,1499641.6804729078
2018-12-21,1497869.052743959
2018-12-24,1495910.1254480558
2018-12-26,1494473.242510065
2018-12-27,1495472.7111470015
2018-12-28,1497289.9104236383
2018-12-31,1498388.880716988
2019-01-02,1499374.709811901
2019-01-03,1503610.775621184
2019-01-04,1500658.6796176783
2019-01-07,1500513.4817120833
2019-01-08,1499937.0588345279
2019-01-09,1501046.7686928331
2019-01-10,1498960.0757570243
2019-01-11,1499761.1179994384
2019-01-14,1500040.2294144053
2019-01-15,1499357.1660169088
2019-01-16,1500114.3711408577
2019-01-17,1499748.3942650487
2019-01-18,1497288.201508183
2019-01-22,1498407.4741173098
2019-01-23,1498429.8350974703
2019-01-24,1498458.7790090072
2019-01-25,1501931.7705785763
2019-01-28,1503417.803887348
2019-01-29,1505992.1100324157
2019-01-30,1510181.6729658323
2019-01-31,1512990.8274258778
2019-02-01,1509987.6080557953
2019-02-04,1510401.934615529
2019-02-05,1513141.5485016336
2019-02-06,1508473.9761072022
2019-02-07,1510752.0974008015
2019-02-08,1511760.6827285725
2019-02-11,1510483.7263060207
2019-02-12,1510289.7225052041
2019-02-13,1509429.2000753314
2019-02-14,1511807.5054335739
2019-02-15,1514875.0567477536
2019-02-19,1520123.566211005
2019-02-20,1519368.9059852122
2019-02-21,1516414.1173177694
2019-02-22,1519566.619449457
2019-02-25,1516327.9131807913
2019-02-26,1516521.3383656433
2019-02-27,1514301.486103736
2019-02-28,1513210.2162723113
2019-03-01,1510085.579402106
2019-03-04,1511567.7419531674
2019-03-05,1512967.9707230823
2019-03-06,1511183.5283096645
2019-03-07,1508663.6084033602
2019-03-08,1508903.317993992
2019-03-11,1516914.1669632338
2019-03-12,1519094.6301898607
2019-03-13,1521692.3843621237
2019-03-14,1521461.9726380813
2019-03-15,1521448.1890396967
2019-03-18,1520916.6122493504
2019-03-19,1520398.660385027
2019-03-20,1522451.0355435475
2019-03-21,1526509.803311866
2019-03-22,1519390.8098482233
2019-03-25,1521250.1943655054
2019-03-26,1524019.1216073318
2019-03-27,1521505.803867187
2019-03-28,1524257.6769134577
2019-03-29,1526972.0430599705
2019-04-01,1528934.0798076661
2019-04-02,1531086.5269859394
2019-04-03,1530825.993512537
2019-04-04,1530828.418515177
2019-04-05,1537000.0592831343
2019-04-08,1538180.6710700956
2019-04-09,1535084.2934167588
2019-04-10,1542366.8423709148
2019-04-11,1536569.9925659916
2019-04-12,1537917.374428413
2019-04-15,1536494.071152187
2019-04-16,1530968.7106935252
2019-04-17,1526983.8183339569
2019-04-18,1529828.076470427
2019-04-22,1527307.1374511989
2019-04-23,1535738.3078256438
2019-04-24,1534520.2844146206
2019-04-25,1534181.0171217066
2019-04-26,1536931.0846260602
2019-04-29,1535805.7608337426
2019-04-30,1537422.476277622
2019-05-01,1533572.8944470054
2019-05-02,1532286.8726779192
2019-05-03,1542891.1742056338
2019-05-06,1529523.9171024675
2019-05-07,1515358.0845869586
2019-05-08,1514150.4347385378
2019-05-09,1508693.2028962432
2019-05-10,1514789.8661058347
2019-05-13,1500764.0009174235
2019-05-14,1505439.0631739295
2019-05-15,1509694.7601175157
2019-05-16,1509915.8605559743
2019-05-17,1506045.3975949483
2019-05-20,1501271.1529008686
2019-05-21,1505868.286269141
2019-05-22,1506628.7772710468
2019-05-23,1506697.3470345354
2019-05-24,1507849.2490108323
2019-05-28,1506847.2564996658
2019-05-29,1504928.8665916652
2019-05-30,1508488.3297078458
2019-05-31,1508378.955680774
2019-06-03,1508249.782101304
2019-06-04,1508989.001956633
2019-06-05,1514640.9141581052
2019-06-06,1516336.9237229757
2019-06-07,1520247.0139847863
2019-06-10,1516148.8537419508
2019-06-11,1517069.945599294
2019-06-12,1518517.2603360643
2019-06-13,1521049.5375990467
2019-06-14,1522008.0173845815
2019-06-17,1525468.241969641
2019-06-18,1527013.941103037
2019-06-19,1530128.5222475587
2019-06-20,1536190.8995258207
2019-06-21,1530411.183089149
2019-06-24,1536104.1491844682
2019-06-25,1531857.9446516635
2019-06-26,1525946.0158574353
2019-06-27,1527883.5732746758
2019-06-28,1530728.4499136903
2019-07-01,1529774.7649584813
2019-07-02,1535081.159315562
2019-07-03,1540938.1841678568
2019-07-05,1536661.1153700838
2019-07-08,1534423.029322025
2019-07-09,1535868.3173060864
2019-07-10,1539829.8951608744
2019-07-11,1536324.4601685172
2019-07-12,1538151.2385887667
2019-07-15,1538734.0309070302
2019-07-16,1535864.429773858
2019-07-17,1533082.9617225959
2019-07-18,1537947.3835251026
2019-07-19,1528778.873613656
2019-07-22,1531156.6914771956
2019-07-23,1535496.6367346758
2019-07-24,1539321.4278149784
2019-07-25,1533248.4645634198
2019-07-26,1537479.998927293
2019-07-29,1538479.2309518538
2019-07-30,1538275.3482860152
2019-07-31,1528500.6154364133
2019-08-01,1526227.7262113001
2019-08-02,1521320.3834489905
2019-08-05,1510740.7510248164
2019-08-06,1519130.6321113433
2019-08-07,1521571.2776638162
2019-08-08,1529754.9433347357
2019-08-09,1526334.5839355155
2019-08-12,1532706.8152864513
2019-08-13,1532774.1556761137
2019-08-14,1535905.388461606
2019-08-15,1542186.183240521
2019-08-16,1541305.241658887
2019-08-19,1536223.465652259
2019-08-20,1539388.4894178559
2019-08-21,1538758.775463626
2019-08-22,1536782.5963347605
2019-08-23,1540684.115441415
2019-08-26,1542818.89732564
2019-08-27,1549478.7134813722
2019-08-28,1551451.2577281827
2019-08-29,1552319.6523200963
2019-08-30,1552587.7170946214
2019-09-03,1558787.8233691358
2019-09-04,1563721.8084732252
2019-09-05,1547194.7409012055
2019-09-06,1547170.1551187413
2019-09-09,1540959.2913638281
2019-09-10,1535396.779599684
2019-09-11,1536218.694996
2019-09-12,1536127.6927325276
2019-09-13,1530569.2177952188
2019-09-16,1534671.925694171
2019-09-17,1535016.0995035043
2019-09-18,1533719.2183468337
2019-09-19,1535222.472665971
2019-09-20,1538576.9423689768
2019-09-23,1539757.3724971563
2019-09-24,1540129.160134247
2019-09-25,1537109.071636384
2019-09-26,1538092.4988677413
2019-09-27,1535227.80865879
2019-09-30,1534775.382850419
2019-10-01,1532656.814906227
2019-10-02,1531745.1459308672
