Week_Ending,Open,Low,High,Close,A2P,Volume,OB_Bull,OB_Bear,OB_Type,OB_High,OB_Low,OB_Mid
2002-10-18 00:00:00-04:00,53.9369,53.8332,57.8914,57.4636,0.6483,301912800,0,0,,,,
2002-10-25 00:00:00-04:00,57.1264,56.7699,58.9286,58.4748,0.6483,240391200,0,0,,,,
2002-11-01 00:00:00-05:00,59.0907,56.4004,59.1815,58.5202,0.6483,234112400,0,0,,,,
2002-11-08 00:00:00-05:00,59.5121,58.0340,60.3354,58.1183,0.6483,240841900,0,0,,,,
2002-11-15 00:00:00-05:00,58.0276,56.6921,59.3501,59.2528,0.6483,206170000,0,0,,,,
2002-11-22 00:00:00-05:00,59.7390,58.1896,61.1134,60.5623,0.6483,186071800,0,0,,,,
2002-11-29 00:00:00-05:00,60.5688,59.3954,61.5542,60.9254,0.6483,133280800,0,0,,,,
2002-12-06 00:00:00-05:00,61.8913,58.3322,62.2673,59.6612,0.6483,234909400,0,0,,,,
2002-12-13 00:00:00-05:00,59.0389,57.8720,59.3954,57.9173,0.6483,180638300,0,0,,,,
2002-12-20 00:00:00-05:00,58.5147,57.7199,59.7981,58.6254,0.6515,175506000,0,0,,,,
2002-12-27 00:00:00-05:00,58.3649,56.9251,59.0294,56.9251,0.6515,73227600,0,0,,,,
2003-01-03 00:00:00-05:00,57.1922,56.7492,59.5309,59.5114,0.6515,140743500,0,0,,,,
2003-01-10 00:00:00-05:00,59.4397,59.3160,61.0033,60.6254,0.6515,190900900,0,0,,,,
2003-01-17 00:00:00-05:00,60.9381,58.7296,61.1466,59.0619,0.6515,176325100,0,0,,,,
2003-01-24 00:00:00-05:00,59.1987,56.1368,59.2313,56.2736,0.6515,203666400,0,0,,,,
2003-01-31 00:00:00-05:00,55.8501,54.8208,56.7948,56.0651,0.6515,263688600,0,0,,,,
2003-02-07 00:00:00-05:00,56.1172,54.0521,56.5537,54.3453,0.6515,235403000,0,0,,,,
2003-02-14 00:00:00-05:00,54.3713,52.7687,55.2964,54.8209,0.6515,245705500,0,0,,,,
2003-02-21 00:00:00-05:00,55.0684,54.3713,55.8958,55.4919,0.6515,161160600,0,0,,,,
2003-02-28 00:00:00-05:00,55.3290,53.5635,55.5244,55.3095,0.6515,219979200,0,0,,,,
2003-03-07 00:00:00-05:00,55.5440,53.0489,55.8827,54.2801,0.6515,223094000,0,0,,,,
2003-03-14 00:00:00-05:00,53.8111,51.7134,55.2248,54.8078,0.6515,287646200,0,0,,,,
2003-03-21 00:00:00-05:00,54.5905,54.4336,58.7898,58.6525,0.6541,327127500,0,0,,,,
2003-03-28 00:00:00-05:00,57.5732,56.2454,57.7302,56.7164,0.6541,257883000,0,0,,,,
2003-04-04 00:00:00-05:00,55.8268,55.2054,58.2077,57.7040,0.6541,250130300,0,0,,,,
2003-04-11 00:00:00-04:00,59.0907,56.0623,59.4243,57.0042,0.6541,254678700,1,0,Bullish,59.4243,56.0623,57.7433
2003-04-18 00:00:00-04:00,57.2135,56.9061,58.9076,58.5805,0.6541,175612600,0,0,,,,
2003-04-25 00:00:00-04:00,58.7767,58.1423,60.4054,59.0187,0.6541,229653000,0,0,,,,
2003-05-02 00:00:00-04:00,59.1561,59.0646,61.1380,60.9680,0.6541,247601000,0,0,,,,
2003-05-09 00:00:00-04:00,61.1380,60.3597,61.7333,61.3081,0.6541,195430700,0,0,,,,
2003-05-16 00:00:00-04:00,61.1576,61.0137,62.4331,62.0537,0.6541,189895200,0,0,,,,
2003-05-23 00:00:00-04:00,61.5828,59.9083,61.7594,61.3277,0.6541,210922100,0,0,,,,
2003-05-30 00:00:00-04:00,61.0268,60.8764,63.5058,63.4143,0.6541,184820000,0,0,,,,
2003-06-06 00:00:00-04:00,63.7936,63.2311,66.3250,64.9252,0.6541,244539900,0,0,,,,
2003-06-13 00:00:00-04:00,64.6047,63.9506,65.9979,65.1215,0.6541,190454900,0,0,,,,
2003-06-20 00:00:00-04:00,65.6193,65.2648,67.0766,65.2779,0.6565,193745800,0,0,,,,
2003-06-27 00:00:00-04:00,65.2845,63.6499,65.4223,64.1094,0.6565,205880600,0,0,,,,
2003-07-04 00:00:00-04:00,64.4771,63.3020,65.5471,64.8184,0.6565,150126700,0,0,,,,
2003-07-11 00:00:00-04:00,65.4158,64.7462,66.5646,65.8031,0.6565,188626100,0,0,,,,
2003-07-18 00:00:00-04:00,66.4333,64.4377,66.8928,65.3239,0.6565,212534300,0,0,,,,
2003-07-25 00:00:00-04:00,65.2845,64.2341,65.8687,65.7965,0.6565,206167000,0,0,,,,
2003-08-01 00:00:00-04:00,65.8884,64.4902,66.2889,64.6674,0.6565,220476400,0,0,,,,
2003-08-08 00:00:00-04:00,64.5361,63.2429,64.9891,64.5164,0.6565,237511300,0,0,,,,
2003-08-15 00:00:00-04:00,64.5033,64.2276,65.5470,65.3961,0.6565,162161100,0,0,,,,
2003-08-22 00:00:00-04:00,65.5996,65.4683,66.8403,65.4945,0.6565,180141300,0,0,,,,
2003-08-29 00:00:00-04:00,65.4552,64.8775,66.6171,66.5908,0.6565,143567300,0,0,,,,
2003-09-05 00:00:00-04:00,66.7221,66.3348,68.0744,67.5033,0.6565,154349800,0,0,,,,
2003-09-12 00:00:00-04:00,67.6412,66.5318,68.1926,67.2539,0.6565,194512000,0,0,,,,
2003-09-19 00:00:00-04:00,67.5581,67.1825,68.9947,68.3160,0.6590,155666400,0,0,,,,
2003-09-26 00:00:00-04:00,67.7756,65.7987,68.0656,65.8646,0.6590,206449100,0,0,,,,
2003-10-03 00:00:00-04:00,66.0952,65.4033,68.7179,68.1314,0.6590,266732100,0,0,,,,
2003-10-10 00:00:00-04:00,68.1908,67.8152,69.3374,68.9091,0.6590,156499500,0,0,,,,
2003-10-17 00:00:00-04:00,69.0013,68.5202,69.7789,68.7048,0.6590,166894200,0,0,,,,
2003-10-24 00:00:00-04:00,68.8300,67.3341,69.3769,68.2567,0.6590,185854700,0,0,,,,
2003-10-31 00:00:00-05:00,68.3621,68.0524,69.8316,69.3901,0.6590,163256500,0,0,,,,
2003-11-07 00:00:00-05:00,69.6866,69.1265,70.3258,69.5944,0.6590,162685200,0,0,,,,
2003-11-14 00:00:00-05:00,69.6801,69.0606,70.4774,69.4956,0.6590,158962700,0,0,,,,
2003-11-21 00:00:00-05:00,69.1331,68.2830,69.4889,68.6718,0.6590,198958800,0,0,,,,
2003-11-28 00:00:00-05:00,68.9881,68.9815,70.2863,70.1479,0.6590,110047500,0,0,,,,
2003-12-05 00:00:00-05:00,70.4115,70.2600,71.2221,70.4115,0.6590,178043500,0,0,,,,
2003-12-12 00:00:00-05:00,70.3391,69.8251,71.3012,71.2616,0.6590,192440600,0,0,,,,
2003-12-19 00:00:00-05:00,72.2803,71.1613,72.6510,72.1015,0.6621,165604600,0,0,,,,
2003-12-26 00:00:00-05:00,72.0287,72.0220,72.8828,72.6312,0.6621,68716700,0,0,,,,
2004-01-02 00:00:00-05:00,72.8960,72.6842,74.2798,73.6442,0.6621,111617300,0,0,,,,
2004-01-09 00:00:00-05:00,73.9487,73.8825,75.1471,74.4122,0.6621,169125700,0,0,,,,
2004-01-16 00:00:00-05:00,74.5181,73.9951,75.6834,75.6304,0.6621,186248000,0,0,,,,
2004-01-23 00:00:00-05:00,75.8291,75.2928,76.3919,75.7629,0.6621,134721800,0,0,,,,
2004-01-30 00:00:00-05:00,75.7364,74.5248,77.1334,75.1339,0.6621,209506200,0,0,,,,
2004-02-06 00:00:00-05:00,75.2795,74.6704,75.9416,75.7761,0.6621,177701300,0,0,,,,
2004-02-13 00:00:00-05:00,75.9217,75.5907,77.0605,76.2263,0.6621,168279700,0,0,,,,
2004-02-20 00:00:00-05:00,76.7030,75.6900,77.1996,76.0608,0.6621,150477300,0,0,,,,
2004-02-27 00:00:00-05:00,76.2859,74.8359,76.6302,76.1535,0.6621,180518600,0,0,,,,
2004-03-05 00:00:00-05:00,76.4249,76.0873,77.4446,77.0539,0.6621,179999000,0,0,,,,
2004-03-12 00:00:00-05:00,77.0274,73.5581,77.2128,74.5380,0.6621,289846500,0,0,,,,
2004-03-19 00:00:00-05:00,74.5933,73.6432,75.2577,73.7894,0.6644,267767600,0,0,,,,
2004-03-26 00:00:00-05:00,73.4439,72.3211,74.2744,73.7695,0.6644,255699700,0,0,,,,
2004-04-02 00:00:00-05:00,74.1681,74.1349,76.3009,76.1680,0.6644,227782600,0,0,,,,
2004-04-09 00:00:00-04:00,76.0483,75.5700,76.6795,75.9885,0.6644,151492900,0,0,,,,
2004-04-16 00:00:00-04:00,76.1281,74.6531,76.6065,75.6298,0.6644,250279500,0,0,,,,
2004-04-23 00:00:00-04:00,75.4438,74.2678,76.1879,75.9819,0.6644,223221500,0,0,,,,
2004-04-30 00:00:00-04:00,76.0750,73.6831,76.4869,73.7229,0.6644,247535500,0,0,,,,
2004-05-07 00:00:00-04:00,73.9953,73.0585,75.2511,73.0585,0.6644,235295100,1,0,Bullish,75.2511,73.0585,74.1548
2004-05-14 00:00:00-04:00,72.7130,71.7962,73.6233,73.1117,0.6644,325927300,0,0,,,,
2004-05-21 00:00:00-04:00,72.3476,72.0287,73.8691,72.9589,0.6644,225580900,0,0,,,,
2004-05-28 00:00:00-04:00,73.4373,72.8194,75.0983,74.9853,0.6644,194280600,0,0,,,,
2004-06-04 00:00:00-04:00,74.7196,74.3276,75.4637,75.0651,0.6644,152246700,0,0,,,,
2004-06-11 00:00:00-04:00,75.3640,75.3574,76.3540,75.9753,0.6644,122938900,0,0,,,,
2004-06-18 00:00:00-04:00,75.8992,75.2657,76.3193,75.7725,0.6668,158913600,0,0,,,,
2004-06-25 00:00:00-04:00,75.8525,75.1323,76.6461,75.9125,0.6668,166308000,0,0,,,,
2004-07-02 00:00:00-04:00,76.3660,75.0723,76.5460,75.2724,0.6668,213823000,0,0,,,,
2004-07-09 00:00:00-04:00,74.9323,74.1521,75.0657,74.5055,0.6668,141242000,0,0,,,,
2004-07-16 00:00:00-04:00,74.3655,73.6453,74.9456,73.8253,0.6668,195807400,0,0,,,,
2004-07-23 00:00:00-04:00,73.8520,72.4784,74.7256,72.6584,0.6668,264601300,0,0,,,,
2004-07-30 00:00:00-04:00,72.8118,72.1583,73.9521,73.9120,0.6668,260618700,0,0,,,,
2004-08-06 00:00:00-04:00,73.4786,71.0980,74.2588,71.2513,0.6668,245476100,1,0,Bullish,74.2588,71.0980,72.6784
2004-08-13 00:00:00-04:00,71.3648,71.0780,72.2917,71.4781,0.6668,237930700,0,0,,,,
2004-08-20 00:00:00-04:00,71.4447,71.4181,73.7720,73.6720,0.6668,214351400,0,0,,,,
2004-08-27 00:00:00-04:00,73.7187,73.2519,74.4389,74.3188,0.6668,154282000,0,0,,,,
2004-09-03 00:00:00-04:00,74.1654,73.4185,75.2323,74.7656,0.6668,196847200,0,0,,,,
2004-09-10 00:00:00-04:00,75.0457,74.7056,75.5325,75.3924,0.6668,132517300,0,0,,,,
2004-09-17 00:00:00-04:00,75.8736,75.4518,76.1616,75.7665,0.6696,168336700,0,0,,,,
2004-09-24 00:00:00-04:00,75.4451,74.2934,75.9808,74.6349,0.6696,206162100,0,0,,,,
2004-10-01 00:00:00-04:00,74.3938,73.9318,76.1013,76.1013,0.6696,220704700,0,0,,,,
2004-10-08 00:00:00-04:00,76.4026,75.2308,76.7910,75.3380,0.6696,203552200,0,0,,,,
2004-10-15 00:00:00-04:00,75.5187,74.0389,75.7129,74.5009,0.6696,243760800,0,0,,,,
2004-10-22 00:00:00-04:00,74.2532,73.4898,75.1505,73.6505,0.6696,258476200,0,0,,,,
2004-10-29 00:00:00-04:00,73.4898,73.2220,76.0946,75.8000,0.6696,275457800,0,0,,,,
2004-11-05 00:00:00-05:00,76.0411,75.8000,78.7731,78.5320,0.6696,288528600,0,0,,,,
2004-11-12 00:00:00-05:00,78.3311,78.1570,79.6837,79.5431,0.6696,217234200,0,0,,,,
